Date;2015;2016;2017;2018;2019;2020;2021
29.07.2021;;;;;27;16;0
30.07.2021;;;;;18;16;0
31.07.2021;;;;;12;25;0
01.08.2021;;;;;22;20;0
02.08.2021;;;;;22;22;0
03.08.2021;;;;;24;18;0
04.08.2021;;;;;21;18;0
05.08.2021;;;;;18;19;0
06.08.2021;;;;;15;26;
07.08.2021;;;;;18;17;
08.08.2021;;;;;16;13;
09.08.2021;;;;;16;25;
10.08.2021;;;;;12;22;
11.08.2021;;;;;20;27;
12.08.2021;;;;;11;22;
13.08.2021;;;;;16;19;
14.08.2021;;;;;12;14;
15.08.2021;;;;;13;17;
16.08.2021;;;;;25;23;
17.08.2021;;;;;19;25;
18.08.2021;;;;;20;15;
19.08.2021;;;;;21;15;
20.08.2021;;;;;19;12;
21.08.2021;;;;;34;29;
22.08.2021;;;;;17;13;
23.08.2021;;;;;16;13;
24.08.2021;;;;;16;10;
25.08.2021;;;;;16;25;
26.08.2021;;;;;21;27;
27.08.2021;;;;;22;18;
28.08.2021;;;;;24;14;
29.08.2021;;;;;19;18;
30.08.2021;;;;;15;19;
31.08.2021;;;;;16;20;
01.09.2021;;;;;21;20;
02.09.2021;;;;;24;11;
03.09.2021;;;;;12;29;
04.09.2021;;;;;14;13;
05.09.2021;;;;;18;20;
06.09.2021;;;;;14;24;
07.09.2021;;;;;14;15;
08.09.2021;;;;;16;26;
09.09.2021;;;;;20;12;
10.09.2021;;;;;12;21;
11.09.2021;;;;;16;20;
12.09.2021;;;;;18;22;
13.09.2021;;;;;12;26;
14.09.2021;;;;;14;21;
15.09.2021;;;;;17;21;
16.09.2021;;;;;17;21;
17.09.2021;;;;;13;17;
18.09.2021;;;;;13;21;
19.09.2021;;;;;22;25;
20.09.2021;;;;;21;12;
21.09.2021;;;;;15;20;
22.09.2021;;;;;13;26;
23.09.2021;;;;;14;16;
24.09.2021;;;;;21;20;
25.09.2021;;;;;16;25;
26.09.2021;;;;;18;19;
27.09.2021;;;;;13;25;
28.09.2021;;;;;16;16;
29.09.2021;;;;;15;27;
30.09.2021;;;;;17;20;
01.10.2021;;;;;22;25;
02.10.2021;;;;;12;13;
03.10.2021;;;;;17;19;
04.10.2021;;;;;15;15;
05.10.2021;;;;;22;15;
06.10.2021;;;;;10;17;
07.10.2021;;;;;16;23;
08.10.2021;;;;;15;25;
09.10.2021;;;;;14;21;
10.10.2021;;;;;22;24;
11.10.2021;;;;;14;8;
12.10.2021;;;;;13;19;
13.10.2021;;;;;11;20;
14.10.2021;;;;;10;25;
15.10.2021;;;;;12;27;
16.10.2021;;;;;20;21;
17.10.2021;;;;;17;17;
18.10.2021;;;;;18;25;
19.10.2021;;;;;16;24;
20.10.2021;;;;;12;23;
21.10.2021;;;;;25;15;
22.10.2021;;;;;26;20;
23.10.2021;;;;;20;22;
24.10.2021;;;;;19;12;
25.10.2021;;;;;22;22;
26.10.2021;;;;;9;20;
27.10.2021;;;;;18;21;
28.10.2021;;;;;20;27;
29.10.2021;;;;;11;25;
30.10.2021;;;;;23;25;
31.10.2021;;;;;21;26;
01.11.2021;;;;;21;29;
02.11.2021;;;;;22;19;
03.11.2021;;;;;22;19;
04.11.2021;;;;;22;37;
05.11.2021;;;;;13;28;
06.11.2021;;;;;17;27;
07.11.2021;;;;;14;21;
08.11.2021;;;;;20;20;
09.11.2021;;;;;12;30;
10.11.2021;;;;;11;27;
11.11.2021;;;;;17;33;
12.11.2021;;;;;18;31;
13.11.2021;;;;;17;28;
14.11.2021;;;;;24;28;
15.11.2021;;;;;15;26;
16.11.2021;;;;;23;39;
17.11.2021;;;;;14;25;
18.11.2021;;;;;20;33;
19.11.2021;;;;;13;29;
20.11.2021;;;;;18;33;
21.11.2021;;;;;16;28;
22.11.2021;;;;;21;45;
23.11.2021;;;;;21;44;
24.11.2021;;;;;17;51;
25.11.2021;;;;;13;47;
26.11.2021;;;;;23;40;
27.11.2021;;;;;22;39;
28.11.2021;;;;;21;50;
29.11.2021;;;;;16;41;
30.11.2021;;;;;16;43;
01.12.2021;;;;;22;32;
02.12.2021;;;;;22;47;
03.12.2021;;;;;18;43;
04.12.2021;;;;;20;36;
05.12.2021;;;;;20;46;
06.12.2021;;;;;19;40;
07.12.2021;;;;;18;36;
08.12.2021;;;;;22;42;
09.12.2021;;;;;18;48;
10.12.2021;;;;;13;39;
11.12.2021;;;;;17;33;
12.12.2021;;;;;16;36;
13.12.2021;;;;;23;32;
14.12.2021;;;;;14;35;
15.12.2021;;;;;22;39;
16.12.2021;;;;;21;36;
