date;2015;2016;2017;2018;2019;2020;2021
13.12.2020;;;;26;25;55;
14.12.2020;;;;25;30;87;
15.12.2020;;;;16;29;57;
16.12.2020;;;;26;29;52;
17.12.2020;;;;26;42;54;
18.12.2020;;;;17;28;55;
19.12.2020;;;;33;26;45;
20.12.2020;;;;21;29;40;
21.12.2020;;;;24;18;53;
22.12.2020;;;;18;27;43;
23.12.2020;;;;22;25;66;
24.12.2020;;;;28;28;45;
25.12.2020;;;;24;27;45;
26.12.2020;;;;25;30;53;
27.12.2020;;;;29;23;42;
28.12.2020;;;;25;25;48;
29.12.2020;;;;31;27;44;
30.12.2020;;;;20;34;47;47
31.12.2020;;;;19;31;40;40
